"StartDate","EndDate","Duration (in seconds)","S_Participant_ID","S_Consent","S_Age","S_EN_Level","S_EN_Exposure","S_L1","S_L2s","S_Regional_Background","OB_Messe","OB_Teil","OB_Fach","OB_Kind","OB_Floß","OB_Klöster","OB_Bett","Q_Task","Q_List","Q_ID","Q_Response","Q_Gender","Q_Lemma","Q_Lemma_HasRhymes","Q_PL_Form","Q_PL_Label","Q_PL_HasUmlaut","Q_PL_Suffix","Q_PL_Form_Src"
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q32_8","2","der","mur","rhymes","mürer","umlaut_er",TRUE,"er",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q32_9","1","der","mur","rhymes","murs","s",FALSE,"s",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q32_10","1","der","mur","rhymes","murren","other",FALSE,"other","speakers > 3"
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q53_1","2","der","pisch","rhymes","pisch","zero",FALSE,"zero",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q53_2","5","der","pisch","rhymes","pische","e",FALSE,"e",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q53_3","3","der","pisch","rhymes","pischen","en",FALSE,"en",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q53_4","3","der","pisch","rhymes","pischer","er",FALSE,"er",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q53_5","1","der","pisch","rhymes","pischs","s",FALSE,"s",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q53_6","1","der","pisch","rhymes","phchcs","other",FALSE,"other","ED score > -1"
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q37_1","1","das","raun","rhymes","raun","zero",FALSE,"zero",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q37_2","2","das","raun","rhymes","räun","umlaut_zero",TRUE,"zero",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q37_3","3","das","raun","rhymes","raune","e",FALSE,"e",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q37_4","5","das","raun","rhymes","räune","umlaut_e",TRUE,"e",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q37_5","4","das","raun","rhymes","raunen","en",FALSE,"en",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q37_6","3","das","raun","rhymes","rauner","er",FALSE,"er",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q37_7","4","das","raun","rhymes","räuner","umlaut_er",TRUE,"er",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q37_8","2","das","raun","rhymes","rauns","s",FALSE,"s",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q37_9","1","das","raun","rhymes","rauen","other",FALSE,"other","ED score > -1"
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q41_1","1","der","bnaupf","","bnaupf","zero",FALSE,"zero",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q41_2","1","der","bnaupf","","bnäupf","umlaut_zero",TRUE,"zero",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q41_3","4","der","bnaupf","","bnaupfe","e",FALSE,"e",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q41_4","5","der","bnaupf","","bnäupfe","umlaut_e",TRUE,"e",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q41_5","4","der","bnaupf","","bnaupfen","en",FALSE,"en",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q41_6","2","der","bnaupf","","bnaupfer","er",FALSE,"er",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q41_7","3","der","bnaupf","","bnäupfer","umlaut_er",TRUE,"er",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q41_8","1","der","bnaupf","","bnaupfs","s",FALSE,"s",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q41_9","1","der","bnaupf","","beupffe","other",FALSE,"other","ED score > -1"
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q44_1","1","der","fnahf","","fnahf","zero",FALSE,"zero",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q44_2","2","der","fnahf","","fnähf","umlaut_zero",TRUE,"zero",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q44_3","5","der","fnahf","","fnahfe","e",FALSE,"e",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q44_4","5","der","fnahf","","fnähfe","umlaut_e",TRUE,"e",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q44_5","4","der","fnahf","","fnahfen","en",FALSE,"en",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q44_6","3","der","fnahf","","fnahfer","er",FALSE,"er",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q44_7","4","der","fnahf","","fnähfer","umlaut_er",TRUE,"er",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q44_8","1","der","fnahf","","fnahfs","s",FALSE,"s",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q44_9","3","der","fnahf","","fnähfen","other",FALSE,"other","ED score > -1"
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q44_10","1","der","fnahf","","flahfe","other",FALSE,"other","ED score > -1"
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q59_1","1","die","fneik","","fneik","zero",FALSE,"zero",NA
"2020-04-07 05:13:15","2020-04-07 05:27:10",834,"R_2bQuSqzVqzHAJ1S",1,2,6,3,"Deutsch","Spanisch: B2, Französisch: B1","9050, Appenzell, CH","Messer","Teile","Fächer","Kinder","Floße","Klöster","Betten","rating",1,"Q59_2","5","die","fneik","","fneike","e",FALSE,"e",NA
